"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_titulo";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano"
"2079600-86";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2079600-86";"2020-08-05";"Aprovado requerimento n. 2022/2020 do Sr. Jhonatan de Jesus que requer urgência para a apreciação do Projeto de Lei nº 4.749, de 2016";"2079600";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2079600";"PL 4749/2016";"Tipifica a conduta do parente da vítima, consanguíneo ou por afinidade, do médico, da autoridade religiosa, do professor ou do responsável por estabelecimento de atenção à saúde e de ensino que deixa de comunicar à autoridade competente os casos de que tenha conhecimento, envolvendo suspeita ou confirmação de maus-tratos ou de abuso sexual contra criança ou adolescente, além de exacerbar a punição desses delitos caso praticados no âmbito de instituição de saúde, religiosa, educacional, de assistência social ou recreativa, públicas ou privadas.";"139";"PL";"4749";"2016"
"2128847-95";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2128847-95";"2020-02-19";"Aprovado o Projeto de Lei nº 7.354, de 2017.";"2128847";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2128847";"PL 7354/2017";"Altera a Lei nº 11.664, de 29 de abril de 2008, que ""dispõe sobre a efetivação de ações de saúde que assegurem a prevenção, a detecção, o tratamento e o seguimento dos cânceres do colo uterino e de mama, no âmbito do Sistema Único de Saúde - SUS"", para garantir a realização de ultrassonografia mamária.";"139";"PL";"7354";"2017"
"2139939-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139939-10";"2020-07-07";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"547397";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/547397";"MSC 245/2012";"Submete à consideração do Congresso Nacional   o texto  do Protocolo de Nagoia sobre Acesso a Recursos Genéticos e Repartição Justa e Equitativa dos Benefícios Derivados de sua Utilização à Convenção sobre Diversidade Biológica (CDB), concluído durante a 10a Reunião da Conferência das Partes na Convenção, realizada em outubro de 2010 (COP-10), e assinado pelo Brasil no dia 2 de fevereiro de 2011, em Nova Iorque.";"411";"MSC";"245";"2012"
"2139939-10";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2139939-10";"2020-07-07";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"2139939";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2139939";"REQ 6640/2017 => MSC 245/2012";"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação da Mensagem - MSC 245/2012, que submete ao Congresso Nacional o texto do Protocolo de Nagoia.";"392";"REQ";"6640";"2017"
"2149341-47";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2149341-47";"2020-03-05";"Aprovado o Projeto de Decreto Legislativo nº 747, de 2017.";"2149341";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2149341";"PDC 747/2017";"Aprova o texto do Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República do Equador, celebrado em Quito, em 2 de maio de 2013.";"397";"PDC";"747";"2017"
"2149341-49";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2149341-49";"2020-03-05";"Aprovada a Redação Final assinada pela Relatora, Dep. Chris Tonietto (PSL-RJ).";"2149341";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2149341";"PDC 747/2017";"Aprova o texto do Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República do Equador, celebrado em Quito, em 2 de maio de 2013.";"397";"PDC";"747";"2017"
"2149872-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2149872-51";"2020-03-05";"Aprovado o Projeto de Decreto Legislativo nº 761, de 2017.";"2149872";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2149872";"PDC 761/2017";"Aprova o Acordo sobre Serviços Aéreos entre a República Federativa do Brasil e o Reino da Arábia Saudita, assinado em Brasília, em 14 de abril de 2015.";"397";"PDC";"761";"2017"
"2149872-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2149872-53";"2020-03-05";"Aprovada a Redação Final, assinada pelo Relator, Dep. Eduardo Bismarck (PDT-CE).";"2149872";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2149872";"PDC 761/2017";"Aprova o Acordo sobre Serviços Aéreos entre a República Federativa do Brasil e o Reino da Arábia Saudita, assinado em Brasília, em 14 de abril de 2015.";"397";"PDC";"761";"2017"
"2157780-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2157780-34";"2020-07-22";"Aprovada, conforme parecer da Relatora, Deputada Soraya Santos.";"2157780";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2157780";"INC 4059/2017";"Sugere a redução da quantidade de papel utilizada na Câmara dos Deputados.";"133";"INC";"4059";"2017"
"2157780-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2157780-35";"2020-10-28";"Aprovado o parecer pelo arquivamento.";"2157780";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2157780";"INC 4059/2017";"Sugere a redução da quantidade de papel utilizada na Câmara dos Deputados.";"133";"INC";"4059";"2017"
"2163972-70";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2163972-70";"2020-03-26";"Aprovada a Subemenda Substitutiva Global de Plenário ao Projeto de Lei 9.236, de 2017, adotada pelo Relator da Comissão de Seguridade Social e Família, ressalvados os destaques.";"2163972";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2163972";"PL 9236/2017";"Altera o § 11 e acrescenta os §§ 12, 13, 14 e 15 ao art. 20 da Lei nº 8.742, de 7 de dezembro de 1993, para dispor sobre parâmetros adicionais para caracterização da situação de vulnerabilidade social, para fins de elegibilidade ao Benefício de Prestação Continuada, pela pessoa com deficiência ou idosa.";"139";"PL";"9236";"2017"
"2163972-73";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2163972-73";"2020-03-26";"Aprovada a Redação Final assinada pelo Relator, Dep. Marcelo Aro (PP-MG).";"2163972";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2163972";"PL 9236/2017";"Altera o § 11 e acrescenta os §§ 12, 13, 14 e 15 ao art. 20 da Lei nº 8.742, de 7 de dezembro de 1993, para dispor sobre parâmetros adicionais para caracterização da situação de vulnerabilidade social, para fins de elegibilidade ao Benefício de Prestação Continuada, pela pessoa com deficiência ou idosa.";"139";"PL";"9236";"2017"
"2164132-54";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2164132-54";"2020-12-09";"Aprovado, em primeiro turno, nos termos do § 3º do art. 5º da Constituição Federal, o Projeto de Decreto Legislativo nº 861, de 2017. Sim: 414; não: 39; abstenção: 4; total: 457.";"2164132";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2164132";"PDC 861/2017";"Aprova o texto da Convenção Interamericana contra o Racismo, a Discriminação Racial e Formas Correlatas de Intolerância, adotada na Guatemala, por ocasião da 43ª Sessão Ordinária da Assembleia Geral da Organização dos Estados Americanos, em 05 de junho de 2013.";"397";"PDC";"861";"2017"
"2164132-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2164132-55";"2020-12-09";"Aprovado o Requerimento nº 2895/2020, que requer a dispensa do interstício de 5 sessões previsto no § 6º do art. 202 do Regimento Interno, para apreciação do segundo turno do projeto de Decreto Legislativo nº 861/2017, aprovado, em primeiro turno, nos termos do § 3º do art. 5º da Constituição Federal.";"2164132";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2164132";"PDC 861/2017";"Aprova o texto da Convenção Interamericana contra o Racismo, a Discriminação Racial e Formas Correlatas de Intolerância, adotada na Guatemala, por ocasião da 43ª Sessão Ordinária da Assembleia Geral da Organização dos Estados Americanos, em 05 de junho de 2013.";"397";"PDC";"861";"2017"
"2164132-60";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2164132-60";"2020-12-09";"Aprovado, em segundo turno, nos termos do § 3º do art. 5º da Constituição Federal, o Projeto de Decreto Legislativo nº 861, de 2017. Sim: 417; não: 42; abstenção: 3; total: 462.";"2164132";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2164132";"PDC 861/2017";"Aprova o texto da Convenção Interamericana contra o Racismo, a Discriminação Racial e Formas Correlatas de Intolerância, adotada na Guatemala, por ocasião da 43ª Sessão Ordinária da Assembleia Geral da Organização dos Estados Americanos, em 05 de junho de 2013.";"397";"PDC";"861";"2017"
"2164132-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2164132-62";"2020-12-09";"Aprovada a Redação Final, assinada pelo Relator, Dep. Paulão (PT-AL).";"2164132";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2164132";"PDC 861/2017";"Aprova o texto da Convenção Interamericana contra o Racismo, a Discriminação Racial e Formas Correlatas de Intolerância, adotada na Guatemala, por ocasião da 43ª Sessão Ordinária da Assembleia Geral da Organização dos Estados Americanos, em 05 de junho de 2013.";"397";"PDC";"861";"2017"
"2165194-114";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2165194-114";"2020-02-05";"Aprovada a Proposta de Redação para o Segundo Turno.";"2165194";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2165194";"PEC 391/2017";"Altera o art. 159 da Constituição Federal para disciplinar a distribuição de recursos pela União ao Fundo de Participação dos Municípios.";"136";"PEC";"391";"2017"
"2166683-81";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166683-81";"2020-12-10";"Aprovada a Subemenda Substitutiva Global oferecida pela relatora da Comissão de Trabalho, de Administração e Serviço Público.";"2166683";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2166683";"PL 9382/2017";"Dispõe sobre o exercício profissional e condições de trabalho do profissional tradutor, guia-intérprete e intérprete de Libras, revogando a Lei nº 12.319, de 1º de setembro de 2010. 

NOVA EMENTA: Altera a Lei nº 12.319, de 1º de setembro de 2010, para dispor sobre o exercício profissional e as condições de trabalho do profissional tradutor, guia-intérprete e intérprete da Língua Brasileira de Sinais (Libras).";"139";"PL";"9382";"2017"
"2166683-84";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2166683-84";"2020-12-10";"Aprovada a Redação Final assinada pela  Relatora, Dep. Tereza Nelma (PSDB-AL).";"2166683";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2166683";"PL 9382/2017";"Dispõe sobre o exercício profissional e condições de trabalho do profissional tradutor, guia-intérprete e intérprete de Libras, revogando a Lei nº 12.319, de 1º de setembro de 2010. 

NOVA EMENTA: Altera a Lei nº 12.319, de 1º de setembro de 2010, para dispor sobre o exercício profissional e as condições de trabalho do profissional tradutor, guia-intérprete e intérprete da Língua Brasileira de Sinais (Libras).";"139";"PL";"9382";"2017"
"2178040-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2178040-35";"2020-09-01";"Rejeitado, conforme parecer da relatora.";"2178040";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2178040";"INC 5353/2018";"Sugere a extinção do Departamento Médico da Câmara dos Deputados.";"133";"INC";"5353";"2018"
"2189816-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189816-31";"2020-03-12";"Aprovado o Projeto de Decreto Legislativo nº 1.156, de 2018.";"2189816";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189816";"PDC 1156/2018";"Aprova o texto do Acordo de Cooperação entre a República Federativa do Brasil e a República de Angola no Domínio da Defesa, assinado em Brasília, em 23 de junho de 2010.";"397";"PDC";"1156";"2018"
"2189816-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189816-33";"2020-03-12";"Aprovada a Redação Final, assinada pelo Relator, Dep. Eduardo Bismarck (PDT-CE).";"2189816";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189816";"PDC 1156/2018";"Aprova o texto do Acordo de Cooperação entre a República Federativa do Brasil e a República de Angola no Domínio da Defesa, assinado em Brasília, em 23 de junho de 2010.";"397";"PDC";"1156";"2018"
"2189818-81";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189818-81";"2020-07-16";"Aprovado o Projeto de Decreto Legislativo nº 1.158/20.";"2189818";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189818";"PDC 1158/2018";"Aprova o texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura (BAII), celebrado em Pequim, em 29 de junho de 2015, juntamente com a documentação complementar ao texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura (BAII), celebrado em Pequim, República Popular da China, em 29 de junho de 2015.

NOVA EMENTA: Aprova o texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura, celebrado em Pequim, em 29 de junho de 2015, juntamente com a documentação complementar ao texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura.";"397";"PDC";"1158";"2018"
"2189818-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189818-83";"2020-07-16";"Aprovada a Redação Final assinada pelo Relator, Dep. Rubens Bueno.";"2189818";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189818";"PDC 1158/2018";"Aprova o texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura (BAII), celebrado em Pequim, em 29 de junho de 2015, juntamente com a documentação complementar ao texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura (BAII), celebrado em Pequim, República Popular da China, em 29 de junho de 2015.

NOVA EMENTA: Aprova o texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura, celebrado em Pequim, em 29 de junho de 2015, juntamente com a documentação complementar ao texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura.";"397";"PDC";"1158";"2018"
"2189821-41";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189821-41";"2020-03-05";"Aprovado o Projeto de Decreto Legislativo nº 1.161, de 2018.";"2189821";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189821";"PDC 1161/2018";"Aprova o texto do Acordo sobre Serviços de Transporte Aéreo entre o Governo da República Federativa do Brasil e o Governo da República da Guatemala, assinado em Brasília, em 30 de outubro de 2017.";"397";"PDC";"1161";"2018"
"2189821-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189821-43";"2020-03-05";"Aprovada a Redação Final, assinada pelo Relator, Dep. Túlio Gadêlha (PDT-PE).";"2189821";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189821";"PDC 1161/2018";"Aprova o texto do Acordo sobre Serviços de Transporte Aéreo entre o Governo da República Federativa do Brasil e o Governo da República da Guatemala, assinado em Brasília, em 30 de outubro de 2017.";"397";"PDC";"1161";"2018"
"2189823-43";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189823-43";"2020-03-05";"Aprovado o Projeto de Decreto Legislativo nº 1.163, de 2018.";"2189823";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189823";"PDC 1163/2018";"Aprova o texto do Acordo sobre Serviços Aéreos entre a República Federativa do Brasil e a República Dominicana, assinado em Brasília, em 14 de maio de 2018.";"397";"PDC";"1163";"2018"
"2189823-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189823-45";"2020-03-05";"Aprovada a Redação Final assinada pelo Relator, Dep. Luizão Goulart (REPUBLICANOS - PR).";"2189823";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189823";"PDC 1163/2018";"Aprova o texto do Acordo sobre Serviços Aéreos entre a República Federativa do Brasil e a República Dominicana, assinado em Brasília, em 14 de maio de 2018.";"397";"PDC";"1163";"2018"
"2189826-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189826-33";"2020-03-05";"Aprovado o Projeto de Decreto Legislativo nº 1.165, de 2018.";"2189826";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189826";"PDC 1165/2018";"Aprova o texto do Acordo entre a República Federativa do Brasil e a República Dominicana sobre Isenção de Vistos de Turismo e Negócios, assinado em Brasília, em 14 de maio de 2018.";"397";"PDC";"1165";"2018"
"2189826-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189826-35";"2020-03-05";"Aprovada a Redação Final assinada pelo Relator, Dep. Luizão Goulart (REPUBLICANOS-PR).";"2189826";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189826";"PDC 1165/2018";"Aprova o texto do Acordo entre a República Federativa do Brasil e a República Dominicana sobre Isenção de Vistos de Turismo e Negócios, assinado em Brasília, em 14 de maio de 2018.";"397";"PDC";"1165";"2018"
"2189829-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189829-31";"2020-03-05";"Aprovado o Projeto de Decreto Legislativo nº 1.168, de  2018.";"2189829";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189829";"PDC 1168/2018";"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República Dominicana sobre Cooperação em Matéria de Defesa, assinado em Brasília, em 14 de maio de 2018.";"397";"PDC";"1168";"2018"
"2189829-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2189829-33";"2020-03-05";"Aprovada a Redação Final assinada pelo Relator, Dep. Luizão Goulart (REPUBLICANOS - PR).";"2189829";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189829";"PDC 1168/2018";"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República Dominicana sobre Cooperação em Matéria de Defesa, assinado em Brasília, em 14 de maio de 2018.";"397";"PDC";"1168";"2018"
"2190585-57";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2190585-57";"2020-12-10";"Aprovado o Substitutivo ao Projeto de Lei nº 123, de 2019, adotado pela Relatora da Comissão de Defesa dos Direitos da Mulher, ressalvados os destaques.";"2190585";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2190585";"PL 123/2019";"Altera a Lei nº 10.201, de 14 de fevereiro de 2001, para incluir os programas de combate e prevenção de violência contra a mulher como modalidade de projeto apoiado pelo Fundo Nacional de Segurança Pública e altera a Lei nº 11.340, de 7 de agosto de 2006, autorizando o uso de recursos do Fundo Nacional de Segurança Pública em ações envolvendo prevenção e combate à violência doméstica e familiar.";"139";"PL";"123";"2019"
